Author Name,WORK IDs,CTS-URN/s,# of translations,Edition Title,Editor; Translator,Publisher,Date,Original File Name/Location,Addiional File location/locations,Source Edition LInk,Translation Language,Worldcat Link,Work/s Split Up/Renamed in Branch,New File Name/s,Notes,TOC,Additional TOC
Horace,893.6,urn:cts:latinLit:phi0893.phi006.ogl-fre2,1,Les Auters Latins: Art poétique,"Taillefert, Émile",Hachette,1858,horace_1858.xml,,,French & Latin,,,,Interlinear translation,,
Horace,,,1,Les Auters Latins: Art poétique (DUPLICATE),"Taillefert, Émile",Hachette,1900,horace_1900.xml,,,French,,,,,,
"Horace, Juvenal, Persius",893.1 893.2 893.3 893.4 893.5 893.6 1276.1 969.1,urn:cts:latinLit:phi0893.phi001.ogl-fre2 urn:cts:latinLit:phi0893.phi002.ogl-fre2 urn:cts:latinLit:phi0893.phi003.ogl-fre2 urn:cts:latinLit:phi0893.phi004.ogl-fre2 urn:cts:latinLit:phi0893.phi005.ogl-fre2 urn:cts:latinLit:phi0893.phi006.ogl-fre4 urn:cts:latinLit:phi1276.phi001.ogl-fre1 urn:cts:latinLit:phi0969.phi001.ogl-fre1,8,"Horace, Juvénal et Perse : oeuvres complètes","Nisard, M.",J.J. Dubochet,1841,horace_juvenal_persius_1841.xml,,https://hdl.handle.net/2027/mdp.39015065339585,French,http://www.worldcat.org/oclc/23396414,,,,,
Isocrates,0010.007 0010.013 0010.014 0010.015 0010.011 0010.020 0010.016 0010.018 0010.017 0010.009 0010.010 0010.008 0010.021 0010.012 0010.019 0010.004 0010.005 0010.002 0010.006 0010.003  0010.001 0010.022 0010.023 0010.024 0010.025 0010.026 0010.027 0010.028 0010.029 0010.030,urn:cts:greekLit:tlg0010.tlg007.ogl-ger1 urn:cts:greekLit:tlg0010.tlg013.ogl-ger1 urn:cts:greekLit:tlg0010.tlg014.ogl-ger1 urn:cts:greekLit:tlg0010.tlg015.ogl-ger1 urn:cts:greekLit:tlg0010.tlg011.ogl-ger1 urn:cts:greekLit:tlg0010.tlg020.ogl-ger1 urn:cts:greekLit:tlg0010.tlg016.ogl-ger1 urn:cts:greekLit:tlg0010.tlg018.ogl-ger1 urn:cts:greekLit:tlg0010.tlg017.ogl-ger1 urn:cts:greekLit:tlg0010.tlg009.ogl-ger1 urn:cts:greekLit:tlg0010.tlg010.ogl-ger1 urn:cts:greekLit:tlg0010.tlg008.ogl-ger1 urn:cts:greekLit:tlg0010.tlg021.ogl-ger1 urn:cts:greekLit:tlg0010.tlg012.ogl-ger1 urn:cts:greekLit:tlg0010.tlg019.ogl-ger1  urn:cts:greekLit:tlg0010.tlg004.ogl-ger1 urn:cts:greekLit:tlg0010.tlg010.ogl-ger1 urn:cts:greekLit:tlg0010.tlg002.ogl-ger1 urn:cts:greekLit:tlg0010.tlg006.ogl-ger1 urn:cts:greekLit:tlg0010.tlg003.ogl-ger1 urn:cts:greekLit:tlg0010.tlg001.ogl-ger1 urn:cts:greekLit:tlg0010.tlg022.ogl-ger1 urn:cts:greekLit:tlg0010.tlg023.ogl-ger1 urn:cts:greekLit:tlg0010.tlg024.ogl-ger1 urn:cts:greekLit:tlg0010.tlg025.ogl-ger1 urn:cts:greekLit:tlg0010.tlg026.ogl-ger1 urn:cts:greekLit:tlg0010.tlg027.ogl-ger1 urn:cts:greekLit:tlg0010.tlg028.ogl-ger1 urn:cts:greekLit:tlg0010.tlg029.ogl-ger1 urn:cts:greekLit:tlg0010.tlg030.ogl-ger1,30,Isocrates Werke: Volume 1:  An Demonicus-An Nicocles-Nicocles-Evagoras - Volume 2: Panegyricus - Philippus- Volume 3:  Archidamus -Areopagiticus-  Volume 4:  Vom Frieden -Lobrede auf Helena.-Busiris-Gegen Bis Sophisten - Volume 5-Panathenaicus-Plataicus- Volume 6: Vom Vermögenstausche (Antidosis) - Volume 7: Von dem Pferdegespann (De BIgis) - Trapeziticus - Gegen Callimachus- Aegineticus - Volume 8:  Gegen Lochites- Gegen Euthynus- Rhetoric-Briefe,"Christian, Adolph Heinrich, 1802-1863",Metzler,1832-1835,isocrates_1832_1,isocrates_1835_5,https://hdl.handle.net/2027/hvd.hn5zv9 (Vol 1-4) http://hdl.handle.net/2027/hvd.hn5zuq (Vol 5-8),German,,,,"TOC in the back of each volume. FIrst XML file has volumes 1-4, second XML file has volumes 5-8. Three duplicate separate volume files in better shape, isocrates_1836_ddb6 isocrates_1836_ddb7.xml isocrates_1836_ddb8.xml",,
"Julian the Emperor, Gregory Nazianzus, Libanius",2022.018 2022.019 2200.004x18 2003.011 2003.008,urn:cts:greekLit:tlg2200.tlg018.ogl-eng1 urn:cts:greekLit:tlg2200.tlg019.ogl-eng1 urn:cts:greekLit:tlg2200.tlg004x18.ogl-eng1 urn:cts:greekLit:tlg2003.tlg011.ogl-eng1 urn:cts:greekLit:tlg2003.tlg008.ogl-eng1,5,Theosophical Works,"King, C.W.",Bell,1888,julian_1888,, http://hdl.handle.net/2027/mdp.39015002222563,English,,,,,,
Justin;Nepos;Eutropius,stoa0167.stoa001  stoa0167.stoa002 phi0588.abo001 to phi0588.abo025 stoa0121.stoa001,urn:cts:latinLit:stoa0167.stoa001.ogl-eng1 urn:cts:latinLit:stoa0167.stoa002.ogl-eng1 urn:cts:latinLit:phi0588.abo001.ogl-eng1 urn:cts:latinLit:phi0588.abo002.ogl-eng1 urn:cts:latinLit:phi0588.abo003.ogl-eng1 urn:cts:latinLit:phi0588.abo004.ogl-eng1 urn:cts:latinLit:phi0588.abo005.ogl-eng1 urn:cts:latinLit:phi0588.abo006.ogl-eng1 urn:cts:latinLit:phi0588.abo007.ogl-eng1 urn:cts:latinLit:phi0588.abo008.ogl-eng1 urn:cts:latinLit:phi0588.abo009.ogl-eng1 urn:cts:latinLit:phi0588.abo010.ogl-eng1 urn:cts:latinLit:phi0588.abo011.ogl-eng1 urn:cts:latinLit:phi0588.abo012.ogl-eng1 urn:cts:latinLit:phi0588.abo013.ogl-eng1  urn:cts:latinLit:phi0588.abo014.ogl-eng1 urn:cts:latinLit:phi0588.abo015.ogl-eng1  urn:cts:latinLit:phi0588.abo016.ogl-eng1  urn:cts:latinLit:phi0588.abo017.ogl-eng1  urn:cts:latinLit:phi0588.abo018.ogl-eng1  urn:cts:latinLit:phi0588.abo019.ogl-eng1  urn:cts:latinLit:phi0588.abo020.ogl-eng1  urn:cts:latinLit:phi0588.abo021.ogl-eng1  urn:cts:latinLit:phi0588.abo022.ogl-eng1  urn:cts:latinLit:phi0588.abo023.ogl-eng1  urn:cts:latinLit:phi0588.abo024.ogl-eng1  urn:cts:latinLit:phi0588.abo025.ogl-eng1  urn:cts:latinLit:stoa0121.stoa001.ogl-eng1,28,"Justin, Cornelius Nepos and Eutropius","Watson, John Selby",Bell ,1902,justin_cNepos_eutropius_1902,,http://hdl.handle.net/2027/coo.31924027762073,English,,,,,,
"Juvenal, Persius, Sulpicia and Lucilius",1276.1 969.1 1023.2 97.1,urn:cts:latinLit:phi1276.phi001.ogl-eng1 urn:cts:latinLit:phi1276.phi001.ogl-eng2 urn:cts:latinLit:phi0969.phi001.ogl-eng1 urn:cts:latinLit:phi0969.phi001.ogl-eng2 urn:cts:latinLit:phi1023.phi002.ogl-eng1 urn:cts:latinLit:phi0097.phi001.ogl-eng1,6,"The Satires of Juvenal, Persius, Sulpicia and Lucilius","Gifford, William,1756-1826., 
Evans, Lewis, 1814 or 15-1869",Bell,1857,satires_1857,,https://archive.org/details/satiresofjuvenal00juveuoft,English,http://www.worldcat.org/oclc/1067056798,,,":Literally translated into English prose, with notes, chronological tables, arguments, etc. by Lewis Evans, to which is added the metrical version of Juvenal and Persius, by William Gifford. Two traslations each of Juvenal and Persius",,
Livy,914.1,urn:cts:latinLit:phi0914.phi001.ogl-fre1 urn:cts:latinLit:phi0914.phi001.ogl-lat1,1,"Oeuvres complètes de Tite-Live (6 volumes): Volume 1 (Book 1-4) - Volume 2 (Book 5-9) - Volume 3 (Book 10, 21-24)  - Volume 4 (Book 25-31) - Volume 5 (Book 31-39) -- Volume 6 (Book 40-45, 51)","Verger, V. (Pierre Victor), 1792-1849;  Corpet, Étienne-François, 1804-1857; Dubois, Nicolas-Auguste, 1799-187.?;  Liez, Arsène Ambroise Joseph (1790-1838); Pessonneaux, Émile 1821-1903; Blanchet, Félix 1826-1861
                           ",Garnier frères,1860-1861,livy_1_1860.xml,livy_2_1860.xml  livy_3_1860.xml livy_4_1860.xml livy_5_1861.xml livy_6_1861.xml, https://hdl.handle.net/2027/uc1.b3147191 (Vol 1) https://hdl.handle.net/2027/uc1.b3147192 (Vol 2) https://hdl.handle.net/2027/uc1.b3147193 (Vol 3) https://hdl.handle.net/2027/uc1.b3147194 (Vol 4) https://hdl.handle.net/2027/uc1.b3147195 (Vol 5),French & Latin,http://www.worldcat.org/oclc/24593564,,,,,
Livy,914.1,urn:cts:latinLit:phi0914.phi001.ogl-ger1,1,Livius Römische Geschichte: Vol 1 (Book 1-6)  - Vol 2 (Book 6-21)- Partial Volume (3? 4?) - Volume 5 (Book 35-39) ,"Klaiber, C. F.",Metzler,1853-1859,livius_1853_1,livius_1853-1861_3.xml livius_1859_4.xml,http://hdl.handle.net/2027/uc1.$b267155 (Vol 1)  https://hdl.handle.net/2027/uc1.$b267157 (Vol 2) http://hdl.handle.net/2027/uc1.$b267156 (Vol 4),German,,,,Volume 1-2 in first XML file,,
Longus; Heliodorus of Emesa,0561.001 0658.001,urn:cts:greekLit:tlg0561.tlg001.ogl-fre1 urn:cts:greekLit:tlg0658.tlg001.ogl-fre1,2,Longus Daphnis et Chloé,"Zévort, Charles (Charles Marie), 1816-1887
                           ",Charpentier,1884,longus_1884.xml,,http://hdl.handle.net/2027/njp.32101059449817,French,,,,"Two translations in this file, one of Longus and one of Heliodorus",,
Lucan,917.1,urn:cts:latinLit:phi0917.phi001.ogl-eng1,1,The Pharsalia of Lucan,"Riley, H.T.",Bell,1853,lucan_1853.xml,,https://archive.org/details/pharsaliaoflucan00lucaiala_bw,English,,,,,,
Lucan,917.1,urn:cts:latinLit:phi0917.phi001.ogl-ger1,1,Marcus Annäus Lucanus Pharsalia,"Krais, Julius 1807-1878
                           ",Krais & Hoffman,1863,lucan_1863.xml,,http://hdl.handle.net/2027/mdp.39015062947216,German,,,,,,
"Lucan, Silius Italicus, Claudian",917.1 1345.1 stoa0189.stoa001 stoa0089.stoa001a stoa0189.stoa002 stoa0189.stoa003 stoa0189.stoa004 stoa0189.stoa005 stoa0189.stoa006 stoa0189.stoa007 stoa0189.stoa008 stoa0189.stoa009 stoa0189.stoa010 stoa0189.stoa011 stoa0189.stoa012 stoa0189.stoa013 stoa0189.stoa014 stoa0189.stoa015,urn:cts:latinLit:phi0917.phi001.ogl-fre1 urn:cts:latinLit:phi0917.phi001.ogl-lat1  urn:cts:latinLit:phi1345.phi001.ogl-fre1 urn:cts:latinLit:phi1345.phi001.ogl-lat1 urn:cts:latinLit:stoa0089.stoa001.ogl-fre1 urn:cts:latinLit:stoa0089.stoa001.ogl-lat1 urn:cts:latinLit:stoa0089.stoa001a.ogl-fre1 urn:cts:latinLit:stoa0089.stoa001a.ogl-lat1 urn:cts:latinLit:stoa0089.stoa002.ogl-fre1 urn:cts:latinLit:stoa0089.stoa002.ogl-lat1 urn:cts:latinLit:stoa0089.stoa003.ogl-fre1 urn:cts:latinLit:stoa0089.stoa003.ogl-lat1 urn:cts:latinLit:stoa0089.stoa004.ogl-fre1 urn:cts:latinLit:stoa0089.stoa004.ogl-lat1  urn:cts:latinLit:stoa0089.stoa005.ogl-fre1 urn:cts:latinLit:stoa0089.stoa005.ogl-lat1 urn:cts:latinLit:stoa0089.stoa006.ogl-fre1 urn:cts:latinLit:stoa0089.stoa006.ogl-lat1  urn:cts:latinLit:stoa0089.stoa007.ogl-fre1 urn:cts:latinLit:stoa0089.stoa007.ogl-lat1  urn:cts:latinLit:stoa0089.stoa008.ogl-fre1 urn:cts:latinLit:stoa0089.stoa008.ogl-lat1  urn:cts:latinLit:stoa0089.stoa009.ogl-fre1 urn:cts:latinLit:stoa0089.stoa009.ogl-lat1  urn:cts:latinLit:stoa0089.stoa010.ogl-fre1 urn:cts:latinLit:stoa0089.stoa010.ogl-lat1  urn:cts:latinLit:stoa0089.stoa011.ogl-fre1 urn:cts:latinLit:stoa0089.stoa011.ogl-lat1  urn:cts:latinLit:stoa0089.stoa012.ogl-fre1 urn:cts:latinLit:stoa0089.stoa012.ogl-lat1  urn:cts:latinLit:stoa0089.stoa013.ogl-fre1 urn:cts:latinLit:stoa0089.stoa013.ogl-lat1  urn:cts:latinLit:stoa0089.stoa014.ogl-fre1 urn:cts:latinLit:stoa0089.stoa014.ogl-lat1 urn:cts:latinLit:stoa0089.stoa015.ogl-fre1 urn:cts:latinLit:stoa0089.stoa015.ogl-lat1 ,18,"Lucain, Silius Italicus, Claudien : oeuvres complètes ","Nisard, M.",Didot,1862,luca_siliusItalicus_claudius_1842.xml,,https://hdl.handle.net/2027/uc1.31158001911121,French & Latin,http://www.worldcat.org/oclc/630097913,,,,,
Lucian of Samosota,0062.068 0062.067 0062.066 0062.018 0062.017 0062.015 0062.051 0062.035,urn:cts:greekLit:tlg0062.tlg068.ogl-eng1 urn:cts:greekLit:tlg0062.tlg067.ogl-eng1 urn:cts:greekLit:tlg0062.tlg066.ogl-eng1 urn:cts:greekLit:tlg0062.tlg018.ogl-eng1 urn:cts:greekLit:tlg0062.tlg017.ogl-eng1 urn:cts:greekLit:tlg0062.tlg015.ogl-eng1 urn:cts:greekLit:tlg0062.tlg051.ogl-eng1 urn:cts:greekLit:tlg0062.tlg035.ogl-eng1,8,"Lucian's Dialogues, Namely: The Dialogues of the Gods, Of the Sea Gods, And Of the Dead, Zeus the Tragedian, The Ferry-Boat, Etc.","Williams, Howard",Bell,1888,lucian_1888,,http://www.archive.org/details/luciansdialogues00luciuoft,English,,,,,,
Lucian of Samosota,0062.052 0062.001 0062.038 0062.045 0062.047 0062.048 0062.039 0062.040 0062.044 0061.001 0062.017 0062.018 0062.016 0062.033 0062.059 0062.069 0062.042 0062.043 0062.055 0062.015 0062.041 0061.003 0062.050 0061.006 0061.007 0061.008 0061x01,urn:cts:greekLit:tlg0062.tlg052.ogl-ger1 urn:cts:greekLit:tlg0062.tlg001.ogl-ger1 urn:cts:greekLit:tlg0062.tlg038.ogl-ger1 urn:cts:greekLit:tlg0062.tlg045.ogl-ger1 urn:cts:greekLit:tlg0062.tlg047.ogl-ger1  urn:cts:greekLit:tlg0062.tlg048.ogl-ger1 urn:cts:greekLit:tlg0062.tlg039.ogl-ger1 urn:cts:greekLit:tlg0062.tlg040.ogl-ger1 urn:cts:greekLit:tlg0062.tlg044.ogl-ger1  urn:cts:greekLit:tlg0061.tlg001.ogl-ger1  urn:cts:greekLit:tlg0062.tlg017.ogl-ger1 urn:cts:greekLit:tlg0062.tlg018.ogl-ger1 urn:cts:greekLit:tlg0062.tlg016.ogl-ger1 urn:cts:greekLit:tlg0062.tlg033.ogl-ger1 urn:cts:greekLit:tlg0062.tlg059.ogl-ger1      urn:cts:greekLit:tlg0062.tlg069.ogl-ger1 urn:cts:greekLit:tlg0062.tlg042.ogl-ger1 urn:cts:greekLit:tlg0062.tlg043.ogl-ger1 urn:cts:greekLit:tlg0062.tlg055.ogl-ger1 urn:cts:greekLit:tlg0062.tlg015.ogl-ger1 urn:cts:greekLit:tlg0062.tlg041.ogl-ger1 urn:cts:greekLit:tlg0061.tlg003.ogl-ger1 urn:cts:greekLit:tlg0062.tlg050.ogl-ger1 urn:cts:greekLit:tlg0061.tlg006.ogl-ger1 urn:cts:greekLit:tlg0061.tlg007.ogl-ger1  urn:cts:greekLit:tlg0061.tlg008.ogl-ger1 urn:cts:greekLit:tlg0061.tlgx01.ogl-ger1,27,"Lucian's Werke,  Band 7:  Der verstoßene Sohn - Phalaris etc. -  Band 8: Die Überfahrt und der Tyrann, Die gedungenen Gelehrten, Schutzschrift für den Aufsatz: ""die gedungenen Gelehrten."" Ueber ein Versehen in der Begrüßung. Eine Apologie -   Band 13: Hetären - Gespräche (etc.) ","Tafel, Leonhard., 1800-1880; Pauly, August Friedrich, 1796-1845",Metzler,1827-1831,lucian_1827_7.xml,Lucian_1827_ht8  lucian_1831_13  ,http://www.mdz-nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:de:bvb:12-bsb10236841-1(Vol 7) https://hdl.handle.net/2027/nyp.33433081621280 (Vol 6-10) http://hdl.handle.net/2027/hvd.hn5zud (Vol 8)   http://hdl.handle.net/2027/hvd.hn5zzf (Vol 13),German,,,,Volume 13 is incomplete. Ends at Philopatris.," Vol 7: Der verstoßene Sohn (Abdicatus) -   Phalaris -  Alexander oder der Lügenprophet  -Ueber den mimischen Tanz (De Saltatione) -Der Eunuch -  Von der Astrologie -Die Bilder (Imagines) -  Rechtfertigung des Aufsatzes: ""die Bilder""- Toxaris oder die Freundschaft -Lucius oder der Esel  (Asinus) -Der überwiesen? Jupiter- Der tragische Jupiter  Vol 8:   (list over there) -Vol 13: Dialogi meretricii - Der Tod des Peregrinns-Die Entlaufen-Die Saturnalien-Saturnalische Briefe? - Das Gastmahl oder die Lapithen (Symposium) - Die Syrische Göttin - Lob des Demosthenes- Die Götterversammlung (Deorum Concilium) - Der Cyniker - Philopatris - Charidemus oder über die Schönheit - Nero ",
Lucian of Samosota,0062.034 0062.021 0062.026 0062.030 0062.036 0062.037 0062.031 0062.002 0062.003 0062.004 0062.005 0062.006 0062.028 0062.049 0062.009 0062.010 0062.054 0062.061 0062.065  ,"urn:cts:greekLit:tlg0062.tlg034.ogl-ger1 
urn:cts:greekLit:tlg0062.tlg021.ogl-ger1 
urn:cts:greekLit:tlg0062.tlg026.ogl-ger1 
urn:cts:greekLit:tlg0062.tlg030.ogl-ger1 
urn:cts:greekLit:tlg0062.tlg036.ogl-ger1                                
urn:cts:greekLit:tlg0062.tlg037.ogl-ger1
urn:cts:greekLit:tlg0062.tlg031.ogl-ger1 
urn:cts:greekLit:tlg0062.tlg002.ogl-ger1 
urn:cts:greekLit:tlg0062.tlg003.ogl-ger1  
urn:cts:greekLit:tlg0062.tlg004.ogl-ger1          
urn:cts:greekLit:tlg0062.tlg005.ogl-ger1 
urn:cts:greekLit:tlg0062.tlg006.ogl-ger1 
urn:cts:greekLit:tlg0062.tlg028.ogl-ger1 
urn:cts:greekLit:tlg0062.tlg049.ogl-ger1  
urn:cts:greekLit:tlg0062.tlg009.ogl-ger1                      
urn:cts:greekLit:tlg0062.tlg010.ogl-ger  
urn:cts:greekLit:tlg0062.tlg054.ogl-ger1  
urn:cts:greekLit:tlg0062.tlg061.ogl-ger1  
urn:cts:greekLit:tlg0062.tlg065.ogl-ger1",19,Lucian's Werke-Band 10-12: Band 10:  Anacharsis oder von der Gymnastik etc.   (MIGHT BE MORE VOLUMES IN HERE-METADATA IN VOLUMES UNCLEAR),"Tafel, Leonhard., 1800-1880; Pauly, August Friedrich, 1796-1845",Metzler,1829-1831,lucian_1829_10.xml,,http://hdl.handle.net/2027/hvd.hn5zub (Vol 10) ,German,,,,," Vol 10:  Anacharsis oder von der Gymnastik - Icaromenippus oder die Luftreise- Der doppelt Angeklagte (Bis Accusatis..)  -Der Parasit  -Ueber das Trauern um die Verstorbenen - Die Rednerschule -Der Lügenfreund oder der Ungläubige (Philopsuedes)  -Hippias oder das Bad -Bacchus-Hercules-Der Bernstein und die Schwäne am Po (Electrum) -Die Fliege (Muscae Encomium) - An einen Ignoranten, der sich viele Bücher kaufte- Vol 12?:  Die Verläumduug (Slander)- Apophras (Pseudologista) -Der Saal (De Domo)  -Die Altgewordene  (Macrobii)  - Lob der Vaterstadt - Die Dipsaden - Ein kleiner Streit mit Hesiod - Das Schiff oder die 
Wünsche (Navigium)",
Lucian of Samosota,0062.029 0062.064 0062.007 0062.022 0062.020 0062.068 0062.067 0062.023 0062.066 0062.068 0062.034 0062.045 0062.036 0062.013 0062.042 0062.038 0062.008 0062.033 0062.059 0062.047 0061.006 0062.037 0062.018 0062.044 0062.041,urn:cts:greekLit:tlg0062.tlg029.ogl-ger1 urn:cts:greekLit:tlg0062.tlg064.ogl-ger1  urn:cts:greekLit:tlg0062.tlg007.ogl-ger1  urn:cts:greekLit:tlg0062.tlg022.ogl-ger1 urn:cts:greekLit:tlg0062.tlg020.ogl-ger1 urn:cts:greekLit:tlg0062.tlg068.ogl-ger1 urn:cts:greekLit:tlg0062.tlg067.ogl-ger1 urn:cts:greekLit:tlg0062.tlg023.ogl-ger1 urn:cts:greekLit:tlg0062.tlg066.ogl-ger1  urn:cts:greekLit:tlg0062.tlg068.ogl-ger1 urn:cts:greekLit:tlg0062.tlg034.ogl-ger2 urn:cts:greekLit:tlg0062.tlg045.ogl-ger2  urn:cts:greekLit:tlg0062.tlg036.ogl-ger2 urn:cts:greekLit:tlg0062.tlg013.ogl-ger1 urn:cts:greekLit:tlg0062.tlg042.ogl-ger2 urn:cts:greekLit:tlg0062.tlg038.ogl-ger2 urn:cts:greekLit:tlg0062.tlg008.ogl-ger1 urn:cts:greekLit:tlg0062.tlg033.ogl-ger2 urn:cts:greekLit:tlg0062.tlg059.ogl-ger2 urn:cts:greekLit:tlg0062.tlg047.ogl-ger2 urn:cts:greekLit:tlg0061.tlg006.ogl-ger2 urn:cts:greekLit:tlg0062.tlg037.ogl-ger2 urn:cts:greekLit:tlg0062.tlg018.ogl-ger2 urn:cts:greekLit:tlg0062.tlg044.ogl-ger2 urn:cts:greekLit:tlg0062.tlg041.ogl-ger2,25,"Lucian's Werke: Volume 1: Der Traum oder Lucian's Leben-An den, der sagte: Du bist ein Prometheus in deinen Schriftwerken-Nigrinus oder über den Charakter des Philosophen- Timon oder der Menschenhasser-Prometheus oder der Kaukasus -Göttergespräche- Gespräche der Meergötter-Charon oder die Weltbeschauer-Todtengespräche- Anacharsis oder über die Gymnastik-Ueber die Pantomimik-Ueber das Betrauern der Verstorbenen - Volume 3: Ueber das Lebensende des Peregrinus- Alexander, oder der Lügenprophet- Das Leben des Demonax - Ueber das traurige Loos der Gelehrten für Lohn in vornehmen Häusern, nebst der Vertheidigung dieser Schrift (De Mercede Conductis)-  Vertheidigung wegen der vorhergehenden Schrift (Apologia)-Der Eunuch, oder der Philosoph ohne Geschlecht-Der Cyniker-Die Rednerschule-Zeus Tragödus-Toxaris oder die Freundschaft-Bon der syrischen Göttin

    ","Fischer, Theodor",Langescheidt,1866,lucian_1866_1.xml,lucian_1867_3.xml,http://hdl.handle.net/2027/mdp.39015022716164,German,,,,Missing Volume 2,,
Lucian (pseudo); Lucian of Samosota; Xenophon of Ephesus,0061.001 0062.012  0641.001,urn:cts:greekLit:tlg0061.tlg061.ogl-fre1 urn:cts:greekLit:tlg0062.tlg012.ogl-fre1 urn:cts:greekLit:tlg0641.tlg001.ogl-fre1,3,"La Luciade, ou l'Ane ; (suivi de) L'histoire véritable de Lucien . Les amours d'Abrocome et d'Anthia","Courier, Paul-Louis, 1772-1825
",Rapilly,1824,luciusSamosata_1824.xml,,https://archive.org/details/laluciadeoulane00luci/,French,http://www.worldcat.org/oclc/402490282,,,,,
Lucian ,0062.029 0062.049 0062.007 0062.014 0062.022 0061.004 0062.020 0062.068 0062.067 0062.066 0062.035 0062.023 0062.027 0062.024 0062.025 0062.016 0062.033 0062.059 0062.058 0062.063 0062.056 0062.057 0062.060 0062.062 0062.053 0062.012 0062.051 0062.052 0062.001 0062.038 0062.045 0062.044 0061.001 0062.017 0062.018,urn:cts:greekLit:tlg0062.tlg029.ogl-fre1 urn:cts:greekLit:tlg0062.tlg049.ogl-fre1 urn:cts:greekLit:tlg0062.tlg007.ogl-fre1 urn:cts:greekLit:tlg0062.tlg014.ogl-fre1 urn:cts:greekLit:tlg0062.tlg022.ogl-fre1 urn:cts:greekLit:tlg0061.tlg004.ogl-fre1 urn:cts:greekLit:tlg0062.tlg020.ogl-fre1 urn:cts:greekLit:tlg0062.tlg068.ogl-fre1 urn:cts:greekLit:tlg0062.tlg067.ogl-fre1 urn:cts:greekLit:tlg0062.tlg066.ogl-fre1 urn:cts:greekLit:tlg0062.tlg035.ogl-fre1 urn:cts:greekLit:tlg0062.tlg023.ogl-fre1 urn:cts:greekLit:tlg0062.tlg027.ogl-fre1  urn:cts:greekLit:tlg0062.tlg024.ogl-fre1 urn:cts:greekLit:tlg0062.tlg025.ogl-fre1 urn:cts:greekLit:tlg0062.tlg016.ogl-fre1 urn:cts:greekLit:tlg0062.tlg063.ogl-fre1   urn:cts:greekLit:tlg0062.tlg059.ogl-fre1 urn:cts:greekLit:tlg0062.tlg058.ogl-fre1 urn:cts:greekLit:tlg0062.tlg063.ogl-fre1 urn:cts:greekLit:tlg0062.tlg056.ogl-fre1  urn:cts:greekLit:tlg0062.tlg057.ogl-fre1 urn:cts:greekLit:tlg0062.tlg060.ogl-fre1 urn:cts:greekLit:tlg0062.tlg062.ogl-fre1 urn:cts:greekLit:tlg0062.tlg053.ogl-fre1 urn:cts:greekLit:tlg0062.tlg012.ogl-fre2 urn:cts:greekLit:tlg0062.tlg051.ogl-fre1  urn:cts:greekLit:tlg0062.tlg052.ogl-fre1 urn:cts:greekLit:tlg0062.tlg001.ogl-fre1 urn:cts:greekLit:tlg0062.tlg038.ogl-fre1 urn:cts:greekLit:tlg0062.tlg045.ogl-fre1 urn:cts:greekLit:tlg0062.tlg044.ogl-fre1 urn:cts:greekLit:tlg0061.tlg001.ogl-fre2 urn:cts:greekLit:tlg0062.tlg017.ogl-fre1 urn:cts:greekLit:tlg0062.tlg018.ogl-fre1,35,Œuvres completes de Lucien de Samosate (Vol 1 only),"Belin de Ballu, Jacques-Nicolas, 1753-1815 (tr.)
Humbert, Louis, 1845-1921, (ed)",Garnier freres,1896?,luciusSamosata_1_1869.xml,,https://hdl.handle.net/2027/mdp.39015004055730 ,French,https://www.worldcat.org/oclc/1064305133,,,,,
Lucretius,550.1,urn:cts:latinLit:phi0550.phi001.ogl-eng1 urn:cts:latinLit:phi0550.phi001.ogl-eng2,2,Lucretius on The Nature of Things,"Watson, J. S. (John Selby), 1804-1884;  Good, John Mason, 1764-1827",Bell ,1893,lucretius_1893,,http://hdl.handle.net/2027/nnc1.cr59903317,English,,,,"This work includes two translations, one metrical and one prose",,
Lucretius,550.1,urn:cts:latinLit:phi0550.phi001.ogl-eng3,1,T. Lucreti Cari De Rerum Natura,"Munro, Hugh Andrew Johnstone, 1819-1885",Bell ,1900,lucretius_1900.xml,,https://archive.org/details/tlucreticarider26carugoog,English,,,,,,
Lucretius,550.1,urn:cts:latinLit:phi0550.phi001.ogl-eng4,1,Translations from Lucretius,"Trevelyan, Robert Calverley",George Allen & Unwin,1920,lucretius_1920.xml,,http://hdl.handle.net/2027/mdp.39015039231108,English,,,,,,
Lucretius,550.1,urn:cts:latinLit:phi0550.phi001.ogl-fre1 urn:cts:latinLit:phi0550.phi001.ogl-lat1,1,Oeuvres complètes de Lucrèce,"La Grange, N. de   1738-1775.; Blanchet, Félix 1826-1861",Garnier frères,1865,lucretius_1865.xml,,https://hdl.handle.net/2027/umn.31951002364992p,French & Latin,,,,French and Latin text aligned,,
Lucretius,550.1,urn:cts:latinLit:phi0550.phi001.ogl-fre2 urn:cts:latinLit:phi0550.phi001.ogl-lat2,1,De la nature. Livre V,"Talbot, M.E.","Paris, Imprimerie et Librairie Classiques, maison Jules Delalain et Fils, Delalain Frères, successeurs,",1887,lucretius_5_1887.xml,,http://hdl.handle.net/2027/mdp.39015063029444,French & Latin,,,,,,
